surface_id	family	kind	state	source_keys	capture_selector	status	baseline_evidence	source_and_journey_review	visual_review	findings_and_changes	final_evidence
shared.review.sources-ready-empty	shared	dialog	Complete empty sources show an honest empty dashboard	route:review-sources-ready-empty	com.whip.app.ReviewAvailabilityUiTest#incompleteSourcesNeverClaimThereAreNoOutcomes	Verified	622f2e2; BfjnTU controlled-host loading/failed evidence; PBXqUP early capture excluded from settled-state proof	Controlled production Home/Review source transitions, saved-state restoration, current-section retry recipients, honest zero/empty recovery and ready-source correlation continuity pass. Actual Room failure injection/process death not claimed.	Six final original states per API 34/37 personally inspected at 100%; before/diagnostic observations in review.tsv. Phone comparison is scrolled to its result; test Activity system bars are outside production-theme acceptance.	FND-20260910-013; DEC/IMP-20260910-009; WhipNoticeCard reused; complete Review/source journeys remain open	VER-20260910-009; artifacts/astra-audit/2026-09-10/review-availability/README.md; 91 API 34, seven API 37, 364 JVM readiness.
shared.review.available-correlation	shared	dialog	Ready outcome sources keep their valid correlation while Tracks are unavailable	route:review-available-correlation	com.whip.app.ReviewAvailabilityUiTest#correlationsUseReadySourcesEvenWhenOtherEvidenceIsUnavailable	Verified	622f2e2; BfjnTU controlled-host loading/failed evidence; PBXqUP early capture excluded from settled-state proof	Controlled production Home/Review source transitions, saved-state restoration, current-section retry recipients, honest zero/empty recovery and ready-source correlation continuity pass. Actual Room failure injection/process death not claimed.	Six final original states per API 34/37 personally inspected at 100%; before/diagnostic observations in review.tsv. Phone comparison is scrolled to its result; test Activity system bars are outside production-theme acceptance.	FND-20260910-013; DEC/IMP-20260910-009; WhipNoticeCard reused; complete Review/source journeys remain open	VER-20260910-009; artifacts/astra-audit/2026-09-10/review-availability/README.md; 91 API 34, seven API 37, 364 JVM readiness.
shared.review.unavailable-correlation	shared	dialog	A failed source is excluded from outcome totals and comparisons	route:review-unavailable-correlation	com.whip.app.ReviewAvailabilityUiTest#correlationsUseReadySourcesEvenWhenOtherEvidenceIsUnavailable	Verified	622f2e2; BfjnTU controlled-host loading/failed evidence; PBXqUP early capture excluded from settled-state proof	Controlled production Home/Review source transitions, saved-state restoration, current-section retry recipients, honest zero/empty recovery and ready-source correlation continuity pass. Actual Room failure injection/process death not claimed.	Six final original states per API 34/37 personally inspected at 100%; before/diagnostic observations in review.tsv. Phone comparison is scrolled to its result; test Activity system bars are outside production-theme acceptance.	FND-20260910-013; DEC/IMP-20260910-009; WhipNoticeCard reused; complete Review/source journeys remain open	VER-20260910-009; artifacts/astra-audit/2026-09-10/review-availability/README.md; 91 API 34, seven API 37, 364 JVM readiness.
shared.review.area-evidence	shared	dialog	All Tracks evidence during an Area-scoped productivity review	route:review-area-evidence	com.whip.app.ReviewJourneyE2ETest#allTrackEvidenceKeepsItsScopeAcrossAreaReviewAndRecreation	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
shared.review.options	shared	dialog	Monthly period and selected sections after Activity recreation	route:review-options	com.whip.app.ReviewJourneyE2ETest#allTrackEvidenceKeepsItsScopeAcrossAreaReviewAndRecreation	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
shared.review.all-tracks	shared	page	Review opens global Track evidence without changing saved productivity Area	route:review-all-tracks	com.whip.app.ReviewJourneyE2ETest#allTrackEvidenceKeepsItsScopeAcrossAreaReviewAndRecreation	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
shared.review.archived-outcomes	shared	dialog	Archived once and recurring Task outcomes and Habit history in a selected Area	route:review-archived-outcomes	com.whip.app.ReviewJourneyE2ETest#archivedTaskAndHabitOutcomesRemainInReviewHistory	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
shared.review.track-only-home	shared	page	Returning Home offers Review for Track-only history	route:review-track-only-home	com.whip.app.ReviewJourneyE2ETest#trackOnlyHistoryOffersReviewWithoutInventingOutcomes	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
shared.review.track-only-evidence	shared	dialog	Track-only Review retains evidence without inventing outcomes	route:review-track-only-evidence	com.whip.app.ReviewJourneyE2ETest#trackOnlyHistoryOffersReviewWithoutInventingOutcomes	Verified	ee2bd96; KjBpEH/h26IH2 archive/discovery/scope reproductions; wide geometry reproduction eL0mCJ	Native archive/Area/Track-only journeys verify exact totals, global evidence and drill-down, unchanged saved Work scope, period/sections and Activity recreation. Complete Review remains open.	Final API 34/37 originals personally inspected at normal scale; per-image observations and initial-viewport limits in review.tsv. Compact disclosure and wide weighted columns preserve scope/reading order.	FND-20260910-010/011/012/014; DEC/IMP-20260910-008	VER-20260910-008; artifacts/astra-audit/2026-09-10/review-evidence/README.md; 196 API 34, five API 37, 361 JVM readiness.
gym.execution-builder.skipped	gym	page	Skipped optional Set keeps its identity and outcome	route:execution-builder-skipped	com.whip.app.ExecutionItemBuilderJourneyE2ETest#skippedSetKeepsItsMeaningThenRestoresLogsAndReopensInHistory	Verified	b36dc0d; xZ3iT7 native baseline and hAAVFj skipped-outcome reproduction	Four Set renderers adopt common roles; native exact Undo, draft recreation, completion, unchanged neighbor and finished History pass. Controlled 4dp toolbar exposure preserves action names.	Three baseline, ten final API 34/37 and one controlled pre-fix original personally inspected. Normal-scale Set identity/values/outcome hierarchy and active input distinction retained.	FND-20260910-008/009; DEC/IMP-20260910-007	VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md; 177 API 34, four API 37, 346 JVM readiness.
gym.execution-builder.restored	gym	page	Restored Set draft survives recreation before completion	route:execution-builder-restored	com.whip.app.ExecutionItemBuilderJourneyE2ETest#skippedSetKeepsItsMeaningThenRestoresLogsAndReopensInHistory	Verified	b36dc0d; xZ3iT7 native baseline and hAAVFj skipped-outcome reproduction	Four Set renderers adopt common roles; native exact Undo, draft recreation, completion, unchanged neighbor and finished History pass. Controlled 4dp toolbar exposure preserves action names.	Three baseline, ten final API 34/37 and one controlled pre-fix original personally inspected. Normal-scale Set identity/values/outcome hierarchy and active input distinction retained.	FND-20260910-008/009; DEC/IMP-20260910-007	VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md; 177 API 34, four API 37, 346 JVM readiness.
gym.execution-builder.history	gym	page	Restored and performed Set reopens in completed History	route:execution-builder-history	com.whip.app.ExecutionItemBuilderJourneyE2ETest#skippedSetKeepsItsMeaningThenRestoresLogsAndReopensInHistory	Verified	b36dc0d; xZ3iT7 native baseline and hAAVFj skipped-outcome reproduction	Four Set renderers adopt common roles; native exact Undo, draft recreation, completion, unchanged neighbor and finished History pass. Controlled 4dp toolbar exposure preserves action names.	Three baseline, ten final API 34/37 and one controlled pre-fix original personally inspected. Normal-scale Set identity/values/outcome hierarchy and active input distinction retained.	FND-20260910-008/009; DEC/IMP-20260910-007	VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md; 177 API 34, four API 37, 346 JVM readiness.
settings.item-builder.choice-value	settings	page	Complete current Area choice before immediate selection	route:settings-item-builder-choice-value	com.whip.app.SettingItemBuilderJourneyE2ETest#choicesSaveImmediatelyWhileTypedDraftsWaitForConfirmedSave	Verified	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
